Titel,Datum,URL,URL_PDF,Overheidslaag,Overheidsnaam,Documentsoort,Rubriek
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Melkveebedrijf W. en D. Boerekamp-Reinders, Michelslaan 26, 5712 PL te Someren",24-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15630.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15630/1/pdf/prb-2025-15630.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - J.J.P.G. Swinkels, Ommezwanksedijk 13, 5754 PT te Deurne",24-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15631.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15631/1/pdf/prb-2025-15631.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning  - Hazenhurk VOF, Hazenhurk 1, 5591 TC te Heeze",24-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15640.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15640/1/pdf/prb-2025-15640.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – besluit aanvraag omgevingsvergunning - D. Verlangen BV, Nieuwendijk 149, 5712 EL te Someren",24-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15602.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15602/1/pdf/prb-2025-15602.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
Besluit op een aanvraag vergunning voor het in werking hebben van recreatieterrein (nieuwe activiteit Lbv) Helhuizerweg 14 te Holten,24-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15628.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15628/1/pdf/prb-2025-15628.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - M.J.P. van der Velden Holding BV, Kemphaanweg 1-3, 5725 RE te Heusden",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15343.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15343/1/pdf/prb-2025-15343.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Schoenlapperweg 2a te Nijkerk",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15372.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15372/1/pdf/prb-2025-15372.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Molenweg 117 te Voorthuizen",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15325.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15325/1/pdf/prb-2025-15325.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Oranjekanaal NZ 4, 9433 TD Zwiggelte–(gedeeltelijke) intrekking vergunning",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15330.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15330/1/pdf/prb-2025-15330.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
Aanvraag voor het intrekken van een vergunning voor Intrekken omgevingsvergunning Z-HZ-NB-2013-017552 tbv LBV Eversdijk 24  Enter,19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15383.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15383/1/pdf/prb-2025-15383.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Neulensteeg 2, 6035 PG Ospel",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15414.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15414/1/pdf/prb-2025-15414.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Bloemerstraat 17, 6031 NV Nederweert",19-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15358.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15358/1/pdf/prb-2025-15358.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Maasdijk-van Acht, Dorpstraat 44, 5438 AM te Gassel",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15268.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15268/1/pdf/prb-2025-15268.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Firma Craaijo, Landweg 1, 4271 LX te Dussen",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15295.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15295/1/pdf/prb-2025-15295.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kreijel 9, 6035 SG Ospel, Z2024-00001640",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15256.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15256/1/pdf/prb-2025-15256.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Veulensewaterweg 27, 5814 AK Veulen",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15257.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15257/1/pdf/prb-2025-15257.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Twistweg 1-2, 5816 AE Vredepeel",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15255.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15255/1/pdf/prb-2025-15255.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Kampersweg 5, 6035 PM Ospel",18-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15259.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15259/1/pdf/prb-2025-15259.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Werftweg 1 te Wekerom",17-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15190.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15190/1/pdf/prb-2025-15190.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Malenveld 10 te Stroe",17-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15197.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15197/1/pdf/prb-2025-15197.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Kneuterstraat 38 te Wilp",17-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15161.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15161/1/pdf/prb-2025-15161.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Drie Kooienweg 15, 5977 NK Evertsoord",17-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15235.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15235/1/pdf/prb-2025-15235.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit aanvraag van een natuurvergunning in het kader van de Lbv/Lbv+ regeling, Krienestraat 3, 5866 CP Swolgen",17-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15233.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15233/1/pdf/prb-2025-15233.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Molenweg 24A, 6039 RH Stramproy, Z2024-00000990",16-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15139.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15139/1/pdf/prb-2025-15139.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Koekoek 4a, 5853 EG Siebengewald, Z2024-00001199",15-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15009.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15009/1/pdf/prb-2025-15009.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Keuterseweg 3, 5864 DA Meerlo, Z2024-00002347",15-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15013.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15013/1/pdf/prb-2025-15013.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Aaldonksestraat 22, 6595 NC Ottersum, Z2025-00001279",15-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15014.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15014/1/pdf/prb-2025-15014.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Slenakerweg 23, 6271 PE Gulpen",15-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-15069.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15069/1/pdf/prb-2025-15069.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
Ontvangen aanvraag omgevingsvergunning – stikstof,12-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14945.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14945/1/pdf/prb-2025-14945.pdf,provincie,Fryslân,Provinciaal blad,omgevingsvergunning
Ontvangen aanvraag omgevingsvergunning – stikstof,12-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14946.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14946/1/pdf/prb-2025-14946.pdf,provincie,Fryslân,Provinciaal blad,omgevingsvergunning
Ontvangen aanvraag omgevingsvergunning – stikstof,12-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14948.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14948/1/pdf/prb-2025-14948.pdf,provincie,Fryslân,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Peelweg 4, 5813 AD Ysselsteyn",12-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14989.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14989/1/pdf/prb-2025-14989.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Gunhoekweg 15, 5808 AP Oirlo",12-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14990.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14990/1/pdf/prb-2025-14990.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Arlersteeg 2 te Putten",10-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14799.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14799/1/pdf/prb-2025-14799.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Eekstraat 5 te Steenderen",10-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14796.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14796/1/pdf/prb-2025-14796.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Laagriebroekseweg 30, 5809 ET Leunen, Z2024-00000456",10-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14734.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14734/1/pdf/prb-2025-14734.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Brugpas 27-27A, 5814 AN Veulen",10-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14767.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14767/1/pdf/prb-2025-14767.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Garderenseweg 301 te Ermelo",09-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14662.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14662/1/pdf/prb-2025-14662.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Aanvraag voor wijziging op een vergunning voor Lumeij V.O.F., Sangeldijk 7 Holten (LBV regeling)  Sangeldijk 7 Holten",09-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14699.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14699/1/pdf/prb-2025-14699.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
Aanvraag voor het wijzigen van een vergunning voor wijzigen WNB vergunning Z-HZ-NB-2013-017416 tbv LBV regeling Winterkamperweg 26 Markelo,09-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14692.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14692/1/pdf/prb-2025-14692.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
Aanvraag voor een vergunning voor omschakeling tot akkerbouw (LBV-regeling) voor de locatie Molenweg 24 te Haarle,09-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14696.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14696/1/pdf/prb-2025-14696.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
Aanvraag voor een vergunning (LBV) voor de locatie Wittebroeksweg 13 te Haarle,09-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14715.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14715/1/pdf/prb-2025-14715.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit exploiteren van een paardenhouderij (Lbv/Lbv+ deelnemer), Drie Kooienweg 22, 5977 NL Evertsoord",08-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14628.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14628/1/pdf/prb-2025-14628.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Werkhorstlaan 3, 8385 GJ Vledderveen–(gedeeltelijke) intrekking vergunning",05-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14515.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14515/1/pdf/prb-2025-14515.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2015-005119 Binnenweg 25 Paasloo,05-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14516.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14516/1/pdf/prb-2025-14516.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2015-003997 Witterietsweg 3a Markelo,05-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14532.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14532/1/pdf/prb-2025-14532.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2013-018920 Kluunvenneweg 6 Markelo,05-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14506.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14506/1/pdf/prb-2025-14506.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Lichtenvoordsestraatweg 69 te Aalten",04-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14426.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14426/1/pdf/prb-2025-14426.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Horselerweg 5 te Kootwijkerbroek",04-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14435.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14435/1/pdf/prb-2025-14435.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Aanvraag voor een vergunning voor B240925 Natuur NB vergunning tbv LBV Helhuizerweg 16 Holten,04-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14492.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14492/1/pdf/prb-2025-14492.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Besluit op een aanvraag voor een vergunning voor Lbv-plus intrekking gehele natuurvergunning  Achterkampweg 13, 8102TA Raalte",03-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14416.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14416/1/pdf/prb-2025-14416.pdf,provincie,Overijssel,Provinciaal blad,andere beschikking
Aanvraag voor het intrekken van een vergunning voor ivm LBV-regeling Oude Boekeloseweg 115 Haaksbergen,03-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14413.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14413/1/pdf/prb-2025-14413.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - J.O.L.M. de Bresser, De Vennekens 1, 5283 VG te Boxtel",02-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14284.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14284/1/pdf/prb-2025-14284.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Van Helomaweg 4, 8351 HT Wapserveen –(gedeeltelijke) intrekking vergunning",01-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14232.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14232/1/pdf/prb-2025-14232.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Polderweg 1, 8383 XS Nijensleek –(gedeeltelijke) intrekking vergunning",01-09-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14231.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14231/1/pdf/prb-2025-14231.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - Ir. Mettropweg 5, 5528 NV te Hoogeloon",29-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14149.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14149/1/pdf/prb-2025-14149.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Dwarsgraafweg 3-01 te Kootwijkerbroek",29-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14161.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14161/1/pdf/prb-2025-14161.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Goorsteeg 6 te Putten",28-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14091.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14091/1/pdf/prb-2025-14091.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit - De Steegde 8 in Spier –(gedeeltelijke) intrekking vergunning,28-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-14085.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14085/1/pdf/prb-2025-14085.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Elsbosweg 73 te Klarenbeek",27-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13950.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13950/1/pdf/prb-2025-13950.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Aanvraag voor het intrekken van een vergunning voor Berghuisweg 19, Heeten t.b.v. LBV",27-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13971.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13971/1/pdf/prb-2025-13971.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Tienraijseweg 35, 5864 CH Meerlo",25-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13868.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13868/1/pdf/prb-2025-13868.pdf,provincie,Limburg,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Önninkweg 4 te Winterswijk Ratum",22-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13754.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13754/1/pdf/prb-2025-13754.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Wet natuurbescherming, locatie Wapenvelder Kerkweg 24b",22-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13751.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13751/1/pdf/prb-2025-13751.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Wet natuurbescherming, locatie Koekamperweg 16 te Putten",22-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13766.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13766/1/pdf/prb-2025-13766.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Ravenweg 15, 15a en Stroeërweg 52a te Stroe",22-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13753.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13753/1/pdf/prb-2025-13753.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hardenbergerweg 81 te Geesteren",22-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13814.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13814/1/pdf/prb-2025-13814.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbesluit aanvraag omgevingsvergunning - Van den Broek - Bogers BV, Westerwijk 11a, 5087 KG te Diessen",21-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13734.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13734/1/pdf/prb-2025-13734.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Westenengseweg 10a te Harskamp",21-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13655.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13655/1/pdf/prb-2025-13655.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Tonnenberg 8 te Ermelo",21-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13681.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13681/1/pdf/prb-2025-13681.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
"Terinzagelegging besluit intrekken Omgevingswet voor een Natura 2000-activiteit – Beilerweg 6, 9418 TE Wijster",20-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13624.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13624/1/pdf/prb-2025-13624.pdf,provincie,Drenthe,Provinciaal blad,omgevingsvergunning
"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hunenborgseweg 17 te Tilligte",20-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13646.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13646/1/pdf/prb-2025-13646.pdf,provincie,Overijssel,Provinciaal blad,omgevingsvergunning
"Provincie Noord-Brabant – ontwerpbeschikking aanvraag omgevingsvergunning - H. de Wit BV, Stevensvaartje 15, 5712 SW te Someren",15-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13432.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13432/1/pdf/prb-2025-13432.pdf,provincie,Noord-Brabant,Provinciaal blad,omgevingsvergunning
"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Oenerweg 2 te Heerde",15-08-2025,https://zoek.officielebekendmakingen.nl/prb-2025-13367.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13367/1/pdf/prb-2025-13367.pdf,provincie,Gelderland,Provinciaal blad,andere vergunning
